"id","companyName","companies_ID","meanBonus","meanHourly","medianBonus","medianHourly","reportLink","year","meanHourlyPT","medianHourlyPT","meanHourlyTemp","medianHourlyTemp","perBonusFemale","perBonusMale","perBIKFemale","perBIKMale","pb1Female","pb1Male","pb2Female","pb2Male","pb3Female","pb3Male","pb4Female","pb4Male","perEmployeesFemale","perEmployeesMale"
"671","Technological University Dublin","361",NULL,"12.68000",NULL,"15.05000","https://www.tudublin.ie/media/website/explore/about-the-university/gender-pay-gap/Gender-Pay-Gap-Report-2023-FINALv1.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"672","Tesco Ireland","363","47.54000","8.78000","14.31000","4.37000","https://tescoireland.ie/media/vphhbyri/d14390-tesco-gender-pay-gap-2023-dec-23-13.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"673","The Irish Times","370","-37.61000","4.24000","0.00000","8.15000","https://irishtimes-pdfs.s3.eu-west-1.amazonaws.com/Gender+Pay+Gap+Reports/Gender-Pay-Gap-Report-2023.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"674","The Revenue Commissioners","371",NULL,"1.88000",NULL,"-1.16000","https://www.revenue.ie/en/corporate/statutory-obligations/gender-pay-gap/documents/2023.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"675","TikTok","372","-2.90000","2.60000","-2.30000","-0.60000","https://newsroom.tiktok.com/en-ie/ie-2023-gender-pay-gap-report","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"676","Tipperary County Council","373",NULL,"-4.80000",NULL,"-16.60000","https://www.tipperarycoco.ie/sites/default/files/2023-12/Tipperary%20County%20Council%20Gender%20Pay%20Gap%20Report%202023.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"677","TJX Ireland","375","4.50000","5.10000","8.10000","-0.40000","https://www.tjx.com/docs/default-source/corporate-responsibility/tjx-ireland-gender-pay-gap-statement-2023.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"678","Top Oil","376","30.70000","32.30000","23.80000","40.70000","https://www.top.ie/wp-content/uploads/2023/12/Top-Oil-GPG-Report-2023.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"679","Transport Infrastructure Ireland","377",NULL,"16.23000",NULL,"16.52000","https://www.tii.ie/news/press-releases/tii-gender-pay-gap-reportin-2023/TII-Gender-Pay-Gap-Report-2023-ISSUE.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"680","Trend Micro","378","15.20000","8.00000","1.20000","0.40000","https://www.trendmicro.com/en_ie/about/trust-center/company/ie-gender-gap.html","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"681","Tusla Child and Family Agency","380",NULL,"4.00000",NULL,"2.00000","https://www.tusla.ie/uploads/content/Gender_Pay_Gap_Report_2023.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"682","Uniphar: Hickey's Pharmacy Group Limited","382","36.10000","31.00000","0.00000","47.40000","https://uniphar.euwest01.umbraco.io/media/yspdfxf5/hickeys-pharmacy-gender-pay-gap-report-2023.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"683","Uniphar: Uniphar Wholesale Limited","384","89.70000","29.70000","0.00000","5.30000","https://uniphar.euwest01.umbraco.io/media/1rsdqdnj/uniphar-wholesale-gender-pay-gap-report-2023.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"684","Uniphar: Allcare Pharmacy","533","69.30000","38.20000","72.40000","60.70000","https://uniphar.euwest01.umbraco.io/media/xudifbny/atelabaz-gender-pay-gap-report-2023.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"685","Uniphar: McCauley Pharmacy","532","38.70000","43.30000","0.00000","44.30000","https://uniphar.euwest01.umbraco.io/media/swthfutq/mccauleys-pharmacy-gender-pay-gap-report-2023.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"686","Uniphar: Medtech (formerly SISK Healthcare)","383","36.90000","20.50000","37.40000","25.20000","https://uniphar.euwest01.umbraco.io/media/fy0c4xsd/medtech-gender-pay-gap-report-2023.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"687","University College Cork (UCC)","385",NULL,"14.78000",NULL,"12.04000","https://www.ucc.ie/en/media/aboutucc/presidentx27soffice/documents/UCCGenderGapReport2023.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"688","University College Dublin (UCD)","386",NULL,"9.36000",NULL,"7.32000","https://www.ucd.ie/president/t4media/UCD%20Gender%20Pay%20Gap%20Report%202023.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"689","University of Limerick","387",NULL,"11.50000",NULL,"11.00000","https://www.ul.ie/media/41756/download?inline=","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"690","Utmost International Ireland","388","19.00000","11.00000","5.50000","4.00000","https://utmostinternational.com/wp-content/uploads/2023/12/Utmost-International-Ireland-Gender-Pay-Gap-Report-2023.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"691","Valeo Foods","389","34.30000","2.75000","38.28000","-6.47000","https://valeofoods.ie/wp-content/uploads/2022/12/Gender-Pay-Gap-Narrative-2023_final.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"692","Veolia","390","-16.94000","17.38000","-20.84000","27.15000","https://www.veolia.ie/sites/g/files/dvc2576/files/document/2023/12/Veolia%20Ireland%20-%20Gender%20Pay%20Gap%20Report%202023.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"693","Version 1","391","47.00000","8.30000","16.60000","7.60000","https://www.version1.com/wp-content/uploads/2023/12/2023-Graphs-Gender-Pay-Gap-Ireland-Only.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"694","VHI","392","34.00000","21.00000","20.00000","20.00000","https://www.vhi.ie/downloads/vhi-gender-pay-gap-report-2023.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"695","Vodafone (all legal entities)","394","23.70000","5.10000","16.80000","12.60000","https://n.vodafone.ie/content/dam/gowingmyself/pdfs/Ireland-Vodafone-Gender-Pay-Gap-Report-2023.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"696","Waterford City & County Council","395",NULL,"2.09000",NULL,"-4.92000","https://waterfordcouncilnews.com/wp-content/uploads/2023/12/Waterford-City-and-County-Council-Gender-Pay-Gap-Report-for-2023_FINAL.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"697","Westmeath County Council","396",NULL,"-1.61000",NULL,"-10.64000","https://www.westmeathcoco.ie/en/media/WCCGenderPayGapReport2023.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"698","Wexford County Council","397",NULL,"-0.51000",NULL,"-10.04000","https://www.wexfordcoco.ie/sites/default/files/content/Gender-Pay-Gap-Report-for-2023-Final.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"699","Wicklow County Council","398",NULL,"-5.23000",NULL,"-5.77000","https://www.wicklow.ie/Portals/0/adam/Documents/Apty24zoL0CGLMD75_woZg/Link/WCC%20-%20Gender%20Pay%20Gap%20Report%20for%202023.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"700","William Fry (excluding partners)","399","1.30000","-6.60000","0.00000","-6.80000","https://www.williamfry.com/wp-content/uploads/2023/12/WF_Gender_Pay_Gap_Report_2023_24.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"701","Windsor Motor Group","400","28.80000","8.15000","-35.40000","1.60000","https://nd-mediagallery2-public-production.s3.amazonaws.com/2282c91aaa208b95e43a356c01546ccd/windsor_gender_pay_report_2023.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"702","3M","1","51.00000","9.10000","15.00000","2.00000","https://multimedia.3m.com/mws/media/2264329O/ireland-gender-pay-gap-report-2023.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"703","Workhuman","402","28.00000","24.00000","15.00000","30.00000","https://www.workhuman.com/gender-pay-gap-report/dublin-2023/","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"704","WuXi Biologics","404","12.89000","10.20000","14.10000","14.10000","https://www.wuxibiologics.com/wp-content/uploads/WuXi-Biologics-Gender-Pay-Gap-Report.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"705","Zendesk","405","32.60000","20.40000","16.20000","16.10000","https://web-assets.zendesk.com/pdf/Ireland_GPG_Report.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"706","Zoetis Belgium S.A. (Irish Branch) ","406","13.10000","13.20000","7.50000","9.70000","https://www2.zoetis.ie/content/_assets/PDFs/Zoetis-Irish-Branch-Gender-Pay-Gap-Report2023Final.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"708","AA","3","-51.00000","5.00000","-34.00000","16.00000","https://www.theaa.ie/wp-content/uploads/2023/12/2023-AA-Ireland-Gender-Pay-Gap-Report.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"709","Abbott Ireland (all legal entities)","4","15.70000","10.20000","5.90000","7.50000","https://www.ie.abbott/content/dam/corp/abbott/en-ie/documents/pdf/GenderPayGap-Ireland2023.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"710","Abtran","10","41.79000","13.90000","0.00000","1.58000","https://www.abtran.com/wp-content/uploads/2023/12/Abtran-Gender-Pay-Gap-Report-2023.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"711","AerCap","14","66.00000","52.00000","46.00000","31.00000","https://www.aercap.com/_assets/_e78ed700b44da86de406d18d8cfb531f/aercap/db/655/13440/pdf/AerCap+Gender+Pay+Gap+Report+2023.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"712","Airbnb Ireland UC","17","14.70000","21.50000","31.30000","23.70000","https://news.airbnb.com/wp-content/uploads/sites/4/2023/12/Airbnb-Ireland-Gender-Pay-Gap-Report-2023.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"713","ALDI Ireland","19","-3.90000","12.49000","0.00000","2.56000","https://cdn.aldi-digital.co.uk/70nm4STH02n@@19iswh1AoIfTTA.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"714","Allianz Ireland","21","32.08000","19.72000","27.84000","16.20000","https://www.allianz.ie/content/dam/onemarketing/azie/allianz-ireland/en_us/documents/about/Allianz_Ireland_Gender_Pay_Gap_Dec_23_V12.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"715","Amundi Ireland","25","68.00000","39.80000","25.00000","16.10000","https://www.amundi.ie/retail/ezjscore/call/ezjscamundibuzz::sfForwardFront::paramsList=service=ProxyGedApi&routeId=_dl_c4a1de2f-a6f8-4443-921e-66ee7186a171_inline","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"716","An Garda Síochána: Garda Members","26",NULL,"4.86000",NULL,"3.87000","https://www.garda.ie/en/about-us/our-departments/human-resources-and-people-development/garda-hr-directorate/an-garda-siochana-gender-pay-gap-report-2023.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"717","An Garda Síochána: Garda Staff","27",NULL,"3.10000",NULL,"-9.60000","https://www.garda.ie/en/about-us/our-departments/human-resources-and-people-development/garda-hr-directorate/an-garda-siochana-gender-pay-gap-report-2023.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"718","Applegreen","31","58.68000","8.15000","63.77000","0.46000","https://applegreenstores.com/wp-content/uploads/2023/12/AG-Gender-Pay-Gap_2023.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"719","Bank of America","53","46.00000","21.50000","29.10000","18.40000","https://about.bankofamerica.com/content/dam/about/report-center/gpgr/2023/Ireland-gender-pay-report-2023.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"720","Beckman Coulter Ireland Inc","58","7.30000","-7.20000","4.80000","-5.60000","https://media.beckmancoulter.com/-/media/diagnostics/corporate/docs/pdfs/2022-2023_ireland_gender_pay_report.pdf?rev=1496283f8dca43088381ba7b77004182&hash=D6EC762A715E6C56EAB97AE640ACE4A7","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"721","Becton Dickinson Research Centre Ireland Limited","59","1.00000","5.00000","0.00000","6.00000","https://www.bd.com/documents/international/corporate/Becton%20Dickinson%20Research%20Centre%20Ireland%20Limited%20Gender%20Pay%20Gap%20Report%202023.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"722","BioMarin","62","15.90000","11.40000","-23.80000","-1.10000","https://www.biomarin.eu/wp-content/uploads/2023/12/BioMarin-GenderPayGap-Report2023-d5.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"723","Bord na Mona","70","-29.26000","-10.15000","-14.00000","-14.57000","https://www.bordnamona.ie/wp-content/uploads/2023/12/Bord-an-Mona-Gender-Pay-Gap-2023-Report.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"724","Cairn Homes","77","24.30000","19.50000","15.30000","23.60000","https://www.cairnhomes.com/media/sixnku3x/cairn-gpg-report-2023-98-read-only.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"725","Citibank Europe Plc Ireland (CEP Ireland)","93","26.00000","11.00000","26.00000","16.00000","https://www.citigroup.com/rcs/citigpa/storage/public/IrelandGenderPayGapReport2023.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"726","Coillte","97","5.58000","-14.34000","0.00000","-11.77000","https://www.coillte.ie/wp-content/uploads/2023/12/Coillte-Gender-Pay-Gap-Report-2023.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"727","Department of Enterprise, Trade and Employment","121",NULL,"10.86000",NULL,"11.78000","https://enterprise.gov.ie/en/publications/publication-files/report-on-the-gender-pay-gap-in-dete-2023.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"728","DHL Express Ireland","135","40.00000","17.00000","24.00000","21.00000","https://www.dhl.com/content/dam/dhl/local/ie/core/documents/pdf/ie-gender-pay-gap.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"729","Doyle Collection","138","68.70000","19.70000","-29.40000","6.70000","https://www.doylecollection.com/blog/gender-pay-gap-report-2023","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"730","Dunnes Stores","146","65.30000","10.60000","6.90000","-1.10000","https://dunnes.btxmedia.com/pws/client/pdf/dunnes-stores-gender-pay-gap-report-2023.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"731","Eason & Son","148","95.00000","12.90000","8.30000","-3.70000","https://easoncorporate.com/pdf/Easons_Gender_Pay_2023.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"732","eBay","149","26.90000","8.30000","11.10000","0.50000","https://static.ebayinc.com/assets/Uploads/Documents/2023-eBay-IRL-GPG-Report.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"733","Enterprise Rent-A-Car","157","59.40000","23.90000","38.30000","6.90000","https://www.enterprise.ie/content/dam/eu-brand/eu-pdfs/ireland/GPG-Ireland-2023.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"734","Fiserv Ireland","172","9.00000","18.00000","8.00000","27.00000","https://www.fiserv.com/content/dam/fiserv-com/legal-documents/Fiserv%20Ireland%20Gender%20Pay%20Gap%20Report%202023.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"735","Foróige","176",NULL,"6.00000",NULL,"4.00000","https://www.foroige.ie/sites/default/files/foroige_gender_pay_gap_2023.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"736","General Motors IT Services (Ireland) Ltd","184","44.87000","9.94000","4.92000","1.11000","https://search-careers.gm.com/media/ptbflsai/gm-ireland-2023-pay-gap-reporting-narrative-final-draft-12-15-23-w_missing-table-23816051-1-v2.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"737","Go-Ahead Ireland","189","-81.72000","-0.96000","0.00000","6.32000","https://images-goaheadireland.passenger-website.com/downloads/Gender%20Pay%20Gap%20Report%202023.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"738","HSBC Ireland (both legal entities)","211","40.00000","19.00000","29.00000","17.00000","https://www.about.hsbc.ie/-/media/ireland/en/231220-gender-pay-gap-report-2023.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"739","HubSpot","212","37.60000","20.40000","48.60000","25.30000","https://drive.google.com/file/d/1DUrw5wm6bAfxV_Z8nKw8x5FD7Q5bdGkP/view","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"740","JLL Ireland","236","3.10000","7.90000","5.90000","11.60000","https://www.jll.ie/content/dam/jll-com/documents/pdf/other/emea/ireland/jll-ie-gender-pay-gap-report-2023-final.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"741","JPMSE Dublin Branch","239","31.98000","8.80000","16.12000","13.07000","https://www.jpmorgan.com/content/dam/jpmorgan/documents/global/disclosures/nov23-ireland-gender-pay-gap-report.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"742","Global Shares","188","74.95000","11.89000","5.78000","6.69000","https://www.jpmorgan.com/content/dam/jpmorgan/documents/global/disclosures/nov23-ireland-gender-pay-gap-report.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"743","Keywords International Ltd. (Dublin Studio)","245","72.50000","33.10000","62.80000","9.00000","https://www.keywordsstudios.com/download/file/a3ZzYmFZOVNKK3dpa3dBTXlmaDY3QT09/Gender-Pay-Gap-report-2023/","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"744","Kingspan Limited","249","13.88000","8.73000","0.00000","8.72000","https://www.kingspan.com/content/dam/kingspan-group-website/documents/policies/kingspan-gender-pay-gap-report-en-ie.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"745","Linesight","260","37.03000","18.46000","0.00000","24.56000","https://assets.ctfassets.net/1lsus2dflm8x/72D4VkVZcDL43skXfFfDlE/15a8dc03eddfbf10175d939655741045/Linesight_Gender_Pay_Gap_Report_2023_-_20_Dec_2023__2_.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"746","M&S Ireland","263","21.10000","5.30000","14.30000","1.10000","https://asset1.cxnmarksandspencer.com/is/content/mands/Diversity_Inclusion_And_The_Gender_Pay_Gap_Ireland_2023.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"747","MUFG Investor Services Ireland","287","11.50000","6.20000","7.00000","4.20000","https://www.mufg-investorservices.com/wp-content/uploads/mufg-ireland-gender-pay-gap-external-2023-final.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"748","National Transport Authority","296",NULL,"4.95000",NULL,"4.89000","https://www.nationaltransport.ie/wp-content/uploads/2023/12/Gender-Pay-Gap-2023.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"749","Ornua Co-operative Ltd","307","51.00000","32.00000","59.00000","30.00000","https://www.ornua.com/wp-content/uploads/2023/12/Ornua-Gender-Pay-Gap-Report-2023-FINAL.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"750","Orwell Healthcare","308","0.00000","-9.00000","-27.00000","-1.00000","https://orwellhealthcare.ie/wp-content/uploads/2024/01/Gender-Pay-Gap-Report-2023.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"751","Public Appointments Service (PAS)","321",NULL,"-20.88000",NULL,"-19.16000","https://www.publicjobs.ie/documents/Public_Appointments_Service_Gender_Pay%20_Gap_Report_2023.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"752","Ryanair","333","50.00000","45.00000","6.00000","4.00000","https://investor.ryanair.com/wp-content/uploads/2023/12/Ryanair-Gender-Pay-Gap-Report-2023.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
