"id","companyName","companies_ID","meanBonus","meanHourly","medianBonus","medianHourly","reportLink","year","meanHourlyPT","medianHourlyPT","meanHourlyTemp","medianHourlyTemp","perBonusFemale","perBonusMale","perBIKFemale","perBIKMale","pb1Female","pb1Male","pb2Female","pb2Male","pb3Female","pb3Male","pb4Female","pb4Male","perEmployeesFemale","perEmployeesMale"
"181","Glanbia","185","19.00000","21.80000","17.00000","17.10000","https://www.glanbia.com/sites/glanbia/files/glanbia/files/Glanbia-plc-Gender-Pay-Gap-Report-Ireland-Final-201222.pdf","2022","-32.80000","-48.90000","3.10000","0.80000","98.00000","99.00000","10.00000","17.00000","58.00000","42.00000","62.00000","38.00000","54.00000","46.00000","34.00000","66.00000",NULL,NULL
"182","Glen Dimplex Heating & Ventilation","186","48.00000","19.00000","43.00000","13.00000","https://www.gdhv.com/legal/sites/default/files/2022-12/Gender%20Pay%20Gap%20Report_GDHV_Ireland_20.12.22.pdf","2022","-13.00000","-1.00000","-17.00000","0.00000","89.00000","80.00000","1.00000","2.00000",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"39.00000","61.00000"
"183","Glenveagh","187","69.00000","34.00000","63.00000","23.00000","https://glenveagh.ie/download/gpg-report-2022","2022","17.00000","39.00000","9.00000","41.00000","68.00000","56.00000","80.00000","60.00000","49.50000","50.50000","24.50000","75.50000","23.50000","76.50000","21.60000","78.40000","30.00000","70.00000"
"184","Global Shares","188","38.83000","9.76000","-43.93000","5.18000","https://www.globalshares.com/wp-content/uploads/2022/12/Global-Shares-GPGR-Booklet-21-Dec-22.pdf","2022",NULL,NULL,NULL,NULL,"85.95000","83.78000","66.94000","60.14000","40.30000","59.70000","53.73000","46.27000","49.25000","50.75000","36.76000","63.24000","44.98000","55.02000"
"185","Go-Ahead Ireland","189","-126.35000","-3.25000","2.50000","4.73000","https://images-goaheadireland.passenger-website.com/downloads/Gender%20Pay%20Gap%20Reporting%202022.pdf","2022",NULL,NULL,"-7.26000","-1.04000","100.00000","100.00000",NULL,NULL,"15.80000","84.20000","7.30000","92.70000","4.60000","95.40000","12.50000","87.50000",NULL,NULL
"186","Goodbody Stockbrokers","190","59.80000","40.99000","57.45000","46.02000","https://www.goodbody.ie/docs/default-source/asset-management/goodbody-gender-pay-gap-report---for-publication.pdf?sfvrsn=1832b34d_3","2022","39.60000","49.76000","11.33000","31.09000","82.48000","84.65000","86.13000","88.84000","44.32000","55.63000","64.77000","35.23000","34.09000","65.91000","12.50000","87.50000","39.00000","61.00000"
"187","Google Cloud EMEA Limited","191","-73.00000","-27.00000","32.00000","23.00000","https://static.googleusercontent.com/media/about.google/en//belonging/diversity-annual-report/2021/static/pdfs/Ireland_2021_22_Binary_Gender_Pay_Gap_Report.pdf","2022",NULL,NULL,NULL,NULL,"92.00000","92.00000","95.00000","96.00000","51.00000","49.00000","39.00000","61.00000","38.00000","62.00000","23.00000","77.00000",NULL,NULL
"188","Google Ireland Limited","192","14.00000","5.00000","11.00000","8.00000","https://static.googleusercontent.com/media/about.google/en//belonging/diversity-annual-report/2021/static/pdfs/Ireland_2021_22_Binary_Gender_Pay_Gap_Report.pdf","2022","-10.00000","-9.00000","3.00000","-4.00000","94.00000","96.00000","94.00000","94.00000","54.00000","46.00000","49.00000","51.00000","44.00000","56.00000","40.00000","60.00000",NULL,NULL
"189","Grant Thornton (excluding partners)","193","-0.94000","2.37000","0.00000","-1.93000","https://www.grantthornton.ie/globalassets/1.-member-firms/ireland/images/about-us/grant-thornton---gender-pay-gap-report-2022.pdf","2022","7.34000","33.19000","-5.19000","-0.68000","76.29000","72.89000","13.55000","11.82000","45.19000","54.81000","53.35000","46.65000","53.77000","46.23000","47.07000","52.93000",NULL,NULL
"190","Grosvenor Services","194","0.00000","15.80000","0.00000","0.00000","https://web.archive.org/web/20230208041545/https://grosvenorservices.com/wp-content/uploads/2022/12/Gender-Pay-Gap-Report-Ireland-December-2022.pdf","2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"88.60000","11.40000","93.90000","6.10000","94.70000","5.30000","68.90000","31.10000",NULL,NULL
"191","H&M Hennes & Mauritz (Ireland) Limited","195","-16.30000","-0.40000","8.60000","1.10000","https://www2.hm.com/content/dam/Customer-Service/Legal/Gender%20Pay%20Gap%20Results%20IE%202022%20V2.pdf","2022","-0.30000","0.30000","5.20000","4.90000",NULL,NULL,NULL,NULL,"85.00000","15.00000","83.00000","17.00000","80.00000","20.00000","83.00000","17.00000","83.00000","17.00000"
"192","Haleon (all legal entities)","196","12.40000","4.00000","6.20000","4.30000","https://www.haleon.com/content/dam/haleon/corporate/documents/gender-pay-gap/Haleon-Ireland%20Gender%20pay%20gap%20report_final%20accessible%20file.pdf.downloadasset.pdf","2022",NULL,NULL,"0.80000","0.30000","91.90000","94.80000","89.70000","92.60000","49.00000","51.00000","27.00000","73.00000","31.00000","69.00000","28.00000","72.00000",NULL,NULL
"193","Harry Corry Interiors","197","-24.00000","-1.90000","-67.00000","-0.40000","https://careers.harrycorry.com/GenderPayGapReport_2022-12-18.pdf","2022","-1.30000","-0.50000","-0.60000","0.40000","97.40000","100.00000",NULL,NULL,"90.10000","9.90000","90.10000","9.90000","91.50000","8.50000","91.50000","8.50000",NULL,NULL
"194","Hays Specialist Recruitment Ireland Limited","198","28.00000","15.40000","42.60000","8.20000","https://www.hays.ie/documents/d/global/hays-ireland-gender-pay-gap-report-2022","2022",NULL,NULL,NULL,NULL,"78.60000","90.40000","6.80000","5.50000","70.20000","29.80000","58.30000","41.70000","66.00000","34.00000","52.10000","47.90000",NULL,NULL
"195","Health Products Regulatory Authority (HPRA)","199",NULL,"3.65000",NULL,"4.62000","https://www.hpra.ie/docs/default-source/publications-forms/corporate-policy-documents/gender-pay-gap-report-2022.pdf?sfvrsn=6","2022","-80.49000","-73.03000","16.33000","33.45000",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"72.00000","28.00000"
"196","Health Service Executive (HSE)","200",NULL,"12.00000",NULL,"0.00000","https://www.hse.ie/eng/services/publications/hse-gpg-report-2022.pdf","2022","13.00000","-11.00000","20.00000","23.00000",NULL,NULL,NULL,NULL,"75.00000","25.00000","80.00000","20.00000","83.00000","17.00000","72.00000","28.00000",NULL,NULL
"197","Heat Merchants Group","201","-6.00000","-3.00000","-57.00000","-5.80000","https://www.tubstiles.ie/media/documents/HMGGenderPayGapReport.pdf","2022",NULL,NULL,NULL,NULL,"94.00000","88.00000","6.00000","23.00000","19.70000","80.30000","17.30000","82.70000","29.00000","71.00000","22.50000","77.50000","22.00000","78.00000"
"198","HedgeServ Ireland","202","-0.10000","9.52000","0.00000","1.90000","https://www.hedgeserv.com/wp-content/uploads/2022/12/File_GPG-Ireland-Report-2022.pdf","2022","24.00000","27.00000","-0.15000","-2.60000","89.00000","84.00000","88.00000","86.00000","36.00000","64.00000","42.00000","58.00000","43.00000","57.00000","31.00000","69.00000",NULL,NULL
"199","Heineken Ireland","203","-0.10000","0.70000","-7.00000","6.20000","https://www.heinekenireland.ie/sustainability/reporting/gender-report.pdf","2022",NULL,NULL,"11.00000","36.00000","97.00000","94.00000","57.00000","65.00000","18.00000","82.00000","51.00000","49.00000","27.00000","73.00000","35.00000","65.00000",NULL,NULL
"200","Henry J Lyons","204","18.20000","17.90000","18.40000","18.00000","https://henryjlyons.com/uploads/images/2022-Gender-Pay-Gap-Report_Henry-J-Lyons.pdf","2022","0.00000","0.00000","0.00000","0.00000","95.40000","96.40000",NULL,NULL,"64.00000","36.00000","48.00000","52.00000","30.70000","69.30000","32.40000","67.60000","40.00000","60.00000"
"201","Hermitage Clinic","205","70.18000","10.83000","18.18000","-1.71000","http://hmc-eb-app-env-prd.eba-ucvkxuqu.eu-west-1.elasticbeanstalk.com/sites/default/files/2022-12/bh_hermitage_clinic_gender_pay_report.pdf","2022","27.15000","5.71000","-24.90000","-8.39000","0.52000","3.25000","0.35000","0.65000","80.22000","19.78000","84.07000","15.93000","75.69000","24.31000","75.14000","24.86000","79.00000","21.00000"
"202","Hewlett Packard - HP Galway","206","34.90000","16.70000","20.80000","12.40000","https://www.hpe.com/psnow/doc/a00128577enw","2022","0.00000","0.00000","1.80000","2.60000","84.10000","86.10000",NULL,NULL,"28.00000","72.00000","26.70000","73.30000","24.00000","76.00000","13.50000","86.50000","32.40000","67.60000"
"203","Hewlett Packard - HPE","207","26.20000","15.40000","-1.90000","13.80000","https://www.hpe.com/psnow/doc/a00128577enw","2022","-7.30000","-5.10000","1.80000","2.60000","93.10000","88.20000",NULL,NULL,"36.90000","63.10000","38.90000","61.10000","27.40000","72.60000","26.80000","73.20000","32.40000","67.60000"
"204","Health Information and Quality Authority (HIQA)","208",NULL,"2.07000",NULL,"1.84000","https://www.hiqa.ie/sites/default/files/2022-12/HIQA-Gender-Pay-Gap-Report-2022.pdf","2022","26.14000","17.75000","30.12000","59.34000",NULL,NULL,NULL,NULL,"72.00000","28.00000","80.00000","20.00000","74.00000","26.00000","71.00000","29.00000","74.00000","26.00000"
"205","Horse Racing Ireland","209",NULL,"0.76000",NULL,"0.09000","https://web.archive.org/web/20221222063631/https://www.hri.ie/gender-pay-gap/","2022","-54.30000","-35.50000","-4.70000","-0.99000",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"45.00000","55.00000"
"206","Houses of the Oireachtas Service (Full-Time Staff)","210",NULL,"-3.56000",NULL,"-5.62000","https://data.oireachtas.ie/ie/oireachtas/corporate/reports/2022/2022-12-21_gender-pay-gap-report-2022-english_en.pdf","2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"47.56000","52.44000","40.24000","59.76000","46.91000","53.09000","47.56000","52.44000",NULL,NULL
"207","HSBC Ireland (both legal entities)","211","48.00000","26.00000","17.00000","23.00000","https://www.about.hsbc.ie/-/media/ireland/en/221216-gender-pay-gap-report-2022.pdf","2022",NULL,NULL,NULL,NULL,"91.00000","90.00000","86.00000","90.00000","58.00000","42.00000","54.00000","46.00000","53.00000","47.00000","29.00000","71.00000",NULL,NULL
"208","HubSpot","212","41.90000","23.10000","42.50000","19.30000","https://www.hubspot.com/hubfs/Gender%20Pay%20Gap%20Report/HubSpot%20Ireland%20Pay%20Gap%20Report_FINAL.pdf","2022",NULL,NULL,NULL,NULL,"77.10000","84.20000","100.00000","100.00000","53.70000","46.30000","47.70000","52.30000","40.00000","60.00000","32.00000","68.00000",NULL,NULL
"209","IADT","213",NULL,"8.70000",NULL,"12.70000","https://iadt.ie/wp-content/uploads/2022/12/IADT-Gender-Pay-Gap-Report-December-2022.pdf","2022","7.90000","15.10000","-0.90000","0.00000",NULL,NULL,NULL,NULL,"55.00000","45.00000","56.00000","44.00000","53.00000","47.00000","50.00000","50.00000",NULL,NULL
"210","Iarnród Éireann","214",NULL,"-6.32000",NULL,"-12.90000","https://www.irishrail.ie/Admin/IrishRail/media/Content/Sustainability/06361-Iarnrod-Eireann-Gender-Pay-Gap-Report-Proof-10.pdf","2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"9.30000","90.70000","5.10000","94.90000","14.10000","85.90000","16.40000","83.60000","11.20000","88.80000"
"211","Ibec","215","43.20000","29.20000","26.70000","29.40000","https://www.ibec.ie/-/media/documents/about-us/ibec-gpg-report.pdf","2022",NULL,NULL,"38.50000","40.40000","95.50000","91.30000","33.90000","32.50000","79.70000","20.30000","84.40000","15.60000","57.80000","42.20000","53.80000","46.20000","69.00000","31.00000"
"212","IBM","216","3.60000","3.10000","-3.60000","8.10000","https://www.ibm.com/downloads/cas/JPNL0N4Z?mhsrc=ibmsearch_a&mhq=gender%20pay%20gap","2022","23.40000","33.70000","27.70000","-19.00000","97.40000","97.40000","100.00000","100.00000","33.80000","66.20000","29.00000","71.00000","25.00000","75.00000","24.30000","75.70000",NULL,NULL
"213","ICON Clinical Research Limited (Ireland)","217","43.80000","16.30000","38.00000","12.40000","https://icon.widen.net/content/4gv7qwmoyv/original/ICR-ireland-gender-pay-gap-report-2022.pdf?u=z8skf3&download=false","2022","-133.80000","-50.50000","18.70000","23.40000","74.10000","75.30000","77.80000","80.50000","68.00000","32.00000","67.00000","33.00000","63.00000","37.00000","52.00000","48.00000","62.00000","38.00000"
"214","IDA Ireland","218",NULL,"14.60000",NULL,"0.70000","https://www.idaireland.com/getmedia/a414f278-5c95-473c-9d9b-61b10144d489/IDA-Ireland-Gender-Pay-Gap-Report-2022.pdf?ext=.pdf","2022",NULL,NULL,"0.90000","19.10000",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"51.00000","49.00000"
"215","IKEA Ireland","219",NULL,"8.61000",NULL,"1.75000","https://www.ikea.com/ie/en/files/pdf/94/76/9476c4b2/ikea-ireland-gender-pay-gap-report-2022_final.pdf","2022","1.27000","0.54000",NULL,NULL,NULL,NULL,NULL,NULL,"61.33000","38.67000","61.11000","38.89000","60.00000","40.00000","42.54000","57.46000","56.40000","43.60000"
"216","Indeed Ireland Operations Ltd","220","45.75000","22.00000","56.62000","25.08000","https://d341ezm4iqaae0.cloudfront.net/jobseeker/wp-content/uploads/2022/12/15131012/Final-Indeed-Ireland-Operations-Ltd-2022-Gender-Pay-Gap-report-for-website-publication.pdf","2022","-73.56000","-20.12000","6.03000","8.30000","89.72000","89.61000","93.25000","93.39000","56.46000","43.54000","53.80000","46.20000","51.55000","48.45000","29.78000","70.22000","48.00000","52.00000"
"217","Infosys BPM","221","7.70000","2.50000","17.70000","0.20000","https://www.infosysbpm.com/ireland/documents/infosys-bpm-gender-pay-gap-report-2022.pdf","2022","-0.10000","-0.20000","0.00000","0.20000","96.20000","94.70000","4.80000","7.10000","46.80000","53.20000","42.90000","57.10000","47.00000","53.00000","41.50000","58.50000",NULL,NULL
"218","Intel Ireland (Overall)","222","9.60000","5.40000","11.70000","9.30000","https://www.intel.ie/content/dam/www/central-libraries/us/en/documents/2022-11/ireland-gender-report-final-112022.pdf","2022","7.80000","-0.10000","-21.40000","-41.60000","95.40000","97.00000","88.60000","91.30000","23.90000","76.10000","13.70000","86.30000","11.10000","88.90000","17.70000","82.30000",NULL,NULL
"219","IQVIA RDS Ireland Limited","223","6.00000","8.00000","15.00000","11.00000","https://www.iqvia.com/-/media/iqvia/pdfs/about-us/2022-ireland-gpr.pdf","2022","59.00000","60.00000","41.00000","25.00000","86.10000","83.30000","85.10000","87.80000","64.00000","36.00000","78.00000","22.00000","67.00000","33.00000","65.00000","35.00000","62.00000","38.00000"
"220","Irish Aviation Authority","224",NULL,"21.00000",NULL,"36.00000","https://www.iaa.ie/docs/default-source/publications/corporate-publications/performance/iaa-gender-pay-gap-report-2022.pdf?sfvrsn=b77413f3_6","2022","-15.00000","-90.00000","49.00000","63.00000",NULL,NULL,"0.00000","0.40000",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"28.00000","72.00000"
"221","Irish Cancer Society","225",NULL,"7.00000",NULL,"-11.00000","https://www.cancer.ie/sites/default/files/2022-12/Gender%20pay%20gap%20report_vF.pdf","2022","-7.00000","-7.00000","10.00000","24.00000",NULL,NULL,NULL,NULL,"94.00000","6.00000","87.00000","13.00000","98.00000","2.00000","92.00000","8.00000","93.00000","7.00000"
"222","Irish Distillers ","226","10.00000","13.30000","-3.50000","11.10000","https://www.irishdistillers.ie/wp-content/uploads/2023/03/Irish-Distillers-Gender-Pay-Gap-Report-_Dec-22.pdf","2022","-162.40000","-153.50000","-11.90000","-3.30000","71.10000","79.60000","79.70000","84.40000","47.00000","53.00000","38.00000","62.00000","35.00000","65.00000","32.00000","68.00000","38.00000","62.00000"
"223","Irish Life Group (all legal entities)","227","51.00000","14.70000","32.10000","9.80000","https://assets-eu-01.kc-usercontent.com/ffd8d21b-ebd4-0151-55d5-297335c8f50f/2ad61fe9-6459-4c21-b7e9-377c858c6910/Irish%20Life%20Group%20companies%20Gender%20Pay%20report%202022%20%281%29.pdf","2022","13.70000","24.20000","-15.30000","-1.00000","92.60000","1.30000","49.10000","50.60000","56.80000","43.20000","55.20000","44.80000","52.97000","47.03000","39.52000","60.48000","51.12000","48.88000"
"224","Irish Prison Service: Civilian Grades","228",NULL,"20.80000",NULL,"19.52000","https://www.irishprisons.ie/wp-content/uploads/documents_pdf/IPS-Gender-Pay-Gap-Report.pdf","2022","36.24000","16.11000",NULL,NULL,NULL,NULL,NULL,NULL,"77.00000","23.00000","69.00000","31.00000","59.00000","41.00000","56.00000","44.00000","65.00000","35.00000"
"225","Irish Prison Service: Prison Grades","229",NULL,"2.00000",NULL,"1.40000","https://www.irishprisons.ie/wp-content/uploads/documents_pdf/IPS-Gender-Pay-Gap-Report.pdf","2022","-5.20000","-1.16000",NULL,NULL,NULL,NULL,NULL,NULL,"21.00000","79.00000","19.00000","81.00000","18.00000","82.00000","19.00000","81.00000","19.00000","81.00000"
"226","Uisce Éireann (Irish Water)","230","13.20000","7.36000","7.60000","5.76000","https://www.water.ie/news/irish-water-gender-pay-ga/IW-Gender-Pay-Gap-8-page-Booklet-Final.pdf","2022",NULL,NULL,"4.48000","4.50000","97.00000","95.00000","17.00000","26.00000","52.00000","48.00000","33.00000","67.00000","41.00000","59.00000","33.00000","67.00000","40.00000","60.00000"
"227","Irish Wheelchair Association","231",NULL,"3.69000",NULL,"-0.49000","https://www.iwa.ie/app/uploads/2022/12/Irish_Wheelchair_Association_2022_Gender_Pay_Gap_Report_21st_Dec.pdf","2022","-2.26000","-1.34000","-3.85000","-7.07000",NULL,NULL,"0.29000","2.91000","74.05000","25.95000","78.88000","21.12000","81.62000","18.38000","74.64000","25.36000",NULL,NULL
"228","ISS Facility Services Ireland","232","12.50000","18.10000","29.60000","9.10000","https://brand.issworld.com/share/F471B74B-D9DA-4EC5-975CA0E842C28227/?mediaId=8FD7D364-BAFE-4EBD-8D19A4AA3F280A4F","2022","3.80000","2.20000","0.00000","0.00000","2.00000","7.20000","1.00000","2.30000","84.00000","16.00000","77.00000","23.00000","60.00000","40.00000","45.00000","55.00000",NULL,NULL
"229","Jabil Ireland","233","45.80000","16.20000","10.40000","5.80000","https://www.jabil.com/dam/jcr:ba8fbb06-84a7-46bc-84d8-900c158e558d/Jabil%20Ireland%20-%20Gender%20Pay%20Gap%20Report%20-%20December%202022.pdf","2022","-13.70000","-0.40000","5.80000","8.80000","70.90000","75.20000","13.40000","15.60000","32.50000","67.50000","32.10000","67.90000","26.10000","73.90000","22.40000","77.60000","30.00000","70.00000"
"230","Jacobs","234","66.90000","28.70000","43.50000","29.30000","https://www.jacobs.com/sites/default/files/2022-12/Ireland_Gender_Pay_Gap_2022_Final_2.pdf","2022","33.00000","37.80000","11.90000","0.00000","25.30000","21.90000","1.80000","4.70000","44.40000","55.60000","49.10000","50.90000","30.40000","69.60000","13.00000","87.00000","34.20000","65.80000"
"231","JD Sports Fashion","235","31.85000","-1.04000","50.04000","-0.95000","https://www.jdplc.com/sites/jd-sportsfashion-plc/files/homepage/esg/governance/gender-pay-gap-reports/2021/ROI-JD-Sports-Fashion-Plc-GPG-2022-Final.pdf","2022",NULL,NULL,NULL,NULL,"66.00000","34.00000","70.00000","30.00000","65.25000","34.75000","58.69000","41.31000","62.93000","37.07000","69.26000","30.74000",NULL,NULL
"232","John Paul Construction","237","71.00000","13.00000","11.00000","21.00000","https://web.archive.org/web/20230403211231/https://www.johnpaul.ie/wp-content/uploads/Gender-Pay-Gap-Report-2022.pdf","2022",NULL,NULL,NULL,NULL,"100.00000","100.00000","100.00000","100.00000","32.00000","68.00000","30.00000","70.00000","8.00000","92.00000","4.00000","96.00000","17.00000","83.00000"
"233","John Sisk and Son","238","31.70000","13.70000","0.00000","23.30000","https://www.johnsiskandson.com/uploads/pdf/Gender-Pay-Gap-Report-Ireland-2022_2022-12-16-154609_nuqr.pdf","2022",NULL,NULL,"12.50000","1.00000","75.90000","81.10000","20.40000","46.20000","20.30000","79.70000","18.82000","6.50000","93.50000","7.70000","92.30000","0.00000","16.00000","84.00000"
"234","JPMSE Dublin Branch","239","46.51000","22.40000","24.57000","15.47000","https://www.jpmorgan.com/disclosures/ireland-gender-pay-gap-report/2022-ireland-gender-pay-gap-report","2022",NULL,NULL,NULL,NULL,"85.22000","82.30000","95.22000","92.13000","45.95000","54.05000","45.89000","54.11000","40.41000","59.59000","24.66000","75.34000",NULL,NULL
"235","KBC Bank Ireland","240","4.68000","10.75000","2.07000","5.32000","https://www.kbc.com/content/dam/kbccom/doc/ireland/20230830-kbc-gender-pay-gap-report-2022.pdf","2022","14.49000","5.33000",NULL,NULL,"91.99000","87.52000","98.51000","98.42000","47.29000","52.71000","53.99000","46.01000","54.51000","45.49000","38.41000","61.59000",NULL,NULL
"236","Kellanova (Kellogg Europe Trading Limited)","241","67.73000","40.32000","45.65000","31.29000","https://www.kelloggs.ie/content/dam/europe/kelloggs_ie/pdf/KELLOGGS_GPG_IRELAND.pdf","2022",NULL,NULL,"37.09000","-15.13000","89.00000","93.00000","88.00000","88.00000","71.00000","29.00000","76.00000","24.00000","67.00000","33.00000","47.00000","53.00000","65.00000","35.00000"
"237","Kelly Services (IRE) Limited","242","28.92000","46.77000","-67.83000","44.59000","https://www.kellyservices.ie/gender-pay-report-2022","2022",NULL,NULL,"3.93000","5.11000","24.07000","13.52000","2.01000","0.64000","51.00000","49.00000","54.00000","46.00000","41.00000","59.00000","34.00000","66.00000",NULL,NULL
"238","Kerry County Council","243",NULL,"-1.63000",NULL,"-0.80000","https://www.kerrycoco.ie/wp-content/uploads/2022/12/2022-Gender-Pay-Gap.pdf","2022","-18.60000","-1.64000","-7.76000","-7.10000",NULL,NULL,"0.00000","0.20000","24.80000","75.20000","33.96000","66.04000","35.68000","64.32000","31.54000","68.46000","32.00000","68.00000"
"239","Kerry Group","244","-5.90000","6.40000","13.00000","5.20000","https://www.kerry.com/content/dam/kerry/en/pdf/about/policies-and-statements/irish-gender-pay-report-2022.pdf","2022","-7.80000","27.50000","-15.90000","-9.80000","26.00000","22.40000","0.50000","1.20000","44.50000","55.50000","34.20000","65.80000","31.70000","68.30000","37.70000","62.30000",NULL,NULL
"240","Keywords International Ltd. (Dublin Studio)","245","10.00000","2.80000","0.00000","2.80000","https://www.keywordsstudios.com/download/file/b3lkRTErd3FqSnNRbHRFQ0EyeGFOQT09/OUR-GENDER-PAY-GAP-REPORT/","2022","-4.00000","-1.00000","-29.50000","-17.50000","48.00000","53.00000","11.00000","13.00000","49.00000","51.00000","47.00000","53.00000","44.00000","56.00000","38.00000","62.00000","44.00000","56.00000"
"241","Kildare County Council","246",NULL,"-0.07000",NULL,"-7.23000","https://kildarecoco.ie/YourCouncil/Publications/Kildare%20County%20Council%20Gender%20Pay%20Gap%20Report%20Final.pdf","2022","-6.35000","-7.41000","21.47000","22.38000",NULL,NULL,"2.31000","2.74000","44.73000","55.27000","27.11000","72.89000","57.97000","42.03000","43.96000","56.04000","43.00000","57.00000"
"242","Kilkenny County Council","247",NULL,"-0.72000",NULL,"1.88000","https://www.kilkennycoco.ie/eng/publications/council_publications/gender-report-2022-002-.pdf","2022","-9.80000","-11.23000","16.84000","23.71000",NULL,NULL,NULL,NULL,"44.94000","55.06000","21.91000","78.09000","20.79000","79.21000","43.26000","56.74000","32.00000","68.00000"
"243","Kilsaran Concrete","248","18.05000","-0.61000","-11.94000","-7.15000","https://www.kilsaran.ie/wp-content/uploads/2022/12/Gender-Pay-Gap-Report-2022-with-Cover.pdf","2022","-27.91000","-20.65000","24.78000","17.00000","64.18000","69.61000","22.39000","18.00000","17.07000","82.93000","3.05000","96.95000","6.71000","93.29000","14.02000","85.98000","10.21000","89.79000"
"244","Kingspan Limited","249","59.90000","12.80000","38.00000","-0.90000","https://www.kingspan.com/content/dam/kingspan/kip-west/documents/kingspan-insulated-panels-gender-pay-report-en-ie.pdf","2022",NULL,NULL,NULL,NULL,"93.60000","89.70000",NULL,NULL,"18.00000","82.00000","3.00000","97.00000","9.00000","91.00000","17.00000","83.00000","16.00000","84.00000"
"245","KPMG (excluding partners)","250","13.90000","6.90000","-105.00000","-7.50000","https://assets.kpmg.com/content/dam/kpmg/ie/pdf/2023/01/ie-kpmg-ireland-gender-pay-gap-report-2022-2.pdf","2022","20.90000","14.70000","3.50000","1.70000","81.00000","80.00000","100.00000","100.00000","48.80000","51.20000","47.90000","52.10000","54.50000","45.50000","45.80000","54.20000","49.00000","51.00000"
"246","Kyte Powertech Limited","251","-25.00000","1.20000","-14.00000","6.50000","https://www.kytepowertech.com/wp-content/uploads/2022/12/Gender-Pay-Gap-Report-2022.pdf","2022","14.26000","12.83000","0.90000","0.00000","68.00000","78.00000","25.00000","7.00000","17.00000","83.00000","14.00000","86.00000","18.00000","82.00000","29.00000","71.00000",NULL,NULL
"247","L'Oreal","252","54.00000","36.00000","57.00000","36.00000","https://www.loreal.com/-/media/project/loreal/brand-sites/corp/master/lcorp/7-local-country-folder/uk/documents/final--loreal-irish-gender-pay-gap-report-2022avec-compression.pdf?rev=af359ff65fbb45859863313170a88941","2022","48.00000","51.00000","15.00000","29.00000","94.00000","97.00000","25.00000","68.00000","95.00000","5.00000","91.00000","9.00000","87.00000","13.00000","78.00000","22.00000",NULL,NULL
"248","Lakeland Dairies","253","31.00000","14.10000","-12.30000","9.10000","https://www.lakeland.ie/images/uploads/website/Lakeland_Dairies_Gender_Pay_Gap_Report_2022.pdf","2022","-19.50000","19.60000","7.40000","2.90000","34.10000","30.50000","100.00000","100.00000","39.00000","61.00000","22.60000","77.40000","15.20000","84.80000","26.80000","73.20000","26.00000","74.00000"
"249","Laois County Council","254",NULL,"5.50000",NULL,"1.36000","https://laois.ie/wp-content/uploads/Gender-Pay-Gap-Report-2022.pdf","2022","-1.70000","0.00000","21.57000","17.30000",NULL,NULL,NULL,NULL,"56.72000","43.28000","38.81000","61.19000","44.03000","55.97000","47.76000","52.24000","47.00000","53.00000"
"250","Laya Healthcare","255","55.20000","28.80000","24.00000","21.80000","https://www.layahealthcare.ie/media/site/pdfs/Gender-Pay-Gap-2022.pdf","2022","-40.20000","-26.70000","29.30000","-8.80000","94.90000","92.00000","87.30000","85.30000","79.60000","20.40000","82.40000","17.60000","72.50000","27.50000","58.80000","41.20000","73.30000","26.70000"
"251","Legal Aid Board","256",NULL,"10.07000",NULL,"15.06000","https://www.legalaidboard.ie/en/about-the-board/press-publications/gender-pay-gap-reporting/gender-pay-gap-report-january.pdf","2022","-1.28000","-0.86000","-13.28000","-15.96000",NULL,NULL,NULL,NULL,"81.60000","18.40000","83.20000","16.80000","84.55000","15.45000","76.80000","23.20000","81.50000","18.50000"
"252","Leitrim County Council","257",NULL,"-4.95000",NULL,"-10.97000","http://leitrimcoco.ie/eng/news/leitrim-county-council-gender-pay-gap-report-2022.pdf","2022","-0.87000","2.97000","2.98000","9.12000",NULL,NULL,"0.00000","0.00000","20.65000","79.35000","21.51000","78.49000","50.00000","50.00000","37.23000","62.77000","32.00000","68.00000"
"253","Lidl","258","8.30000","7.90000","10.70000","4.10000","https://www.lidl.ie/static/assets/GenderPayGapReport2022_FINALDEC29-v2-337667.pdf","2022","3.10000","3.00000","-0.10000","-1.80000","4.00000","5.70000","25.80000","26.90000","53.00000","47.00000","48.00000","52.00000","42.00000","58.00000","38.00000","62.00000",NULL,NULL
"254","Limerick City & County Council","259",NULL,"6.02000",NULL,"-1.37000","https://www.limerick.ie/sites/default/files/media/documents/2022-12/Gender%20Pay%20Gap%20Report%202022..pdf","2022","-2.79000","2.33000","-35.79000","-31.23000",NULL,NULL,"0.00000","0.24000","52.24000","47.46000","27.27000","72.73000","43.87000","56.13000","36.97000","63.03000","40.00000","60.00000"
